,source,word,freq_lcnl,freq_lcnl_log,freq_lcnl_log_flipscale,aoa_mean,aoa_sd,aoa_mean_scale,tasa_1,tasa_2,tasa_3,score
1146,3k,chief,6,1.791759469,8.045182537,7.53,2.86,3.012,17.0,55.0,64.0,7.034591269
1147,3k,add,1,0.0,10.0,5.1,1.48,2.04,46.0,31.0,26.0,7.04
1148,3k,plug,2,0.693147181,9.243773377,6.05,3.36,2.42,9.0,5.0,2.0,7.041886689
1149,3k,snap,2,0.693147181,9.243773377,6.05,2.9,2.42,6.0,13.0,16.0,7.041886689
1150,3k,eighth,2,0.693147181,9.243773377,6.051205,1.27,2.420482,2.0,6.0,10.0,7.042368689
1151,3k,dawn,4,1.386294361,8.487546753,7.0,1.94,2.8,30.0,25.0,31.0,7.043773377
1152,3k,row,4,1.386294361,8.487546753,7.0,3.07,2.8,27.0,45.0,46.0,7.043773377
1153,3k,mop,1,0.0,10.0,5.11,1.91,2.044,37.0,1.0,1.0,7.044
1154,3k,cheat,1,0.0,10.0,5.11,1.75,2.044,1.0,1.0,3.0,7.044
1155,3k,prize,1,0.0,10.0,5.113389,1.57,2.0453556,28.0,36.0,32.0,7.0453556
1156,3k,clue,2,0.693147181,9.243773377,6.06,2.15,2.424,22.0,25.0,23.0,7.045886688
1157,3k,twin,2,0.693147181,9.243773377,6.06,1.73,2.424,10.0,9.0,8.0,7.045886688
1158,3k,pump,2,0.693147181,9.243773377,6.06,1.98,2.424,10.0,13.0,14.0,7.045886688
1159,3k,sense,5,1.609437912,8.244096157,7.32,2.31,2.928,16.0,40.0,61.0,7.050048079
1160,3k,vet,7,1.945910149,7.877003467,7.78,4.47,3.112,10.0,7.0,3.0,7.050501734
1161,3k,tack,3,1.098612289,8.80140916,6.63,1.57,2.652,7.0,4.0,4.0,7.05270458
1162,lcnl,cheep,3,1.098612289,8.80140916,6.64,4.14,2.656,,,,7.05670458
1163,3k,nick,6,1.791759469,8.045182537,7.585813,2.04,3.0343252,79.0,44.0,9.0,7.056916469
1164,3k,munch,6,1.791759469,8.045182537,7.6,2.37,3.04,,,,7.062591269
1165,3k,beer,2,0.693147181,9.243773377,6.11,2.68,2.444,0.0,10.0,10.0,7.065886689
1166,3k,hoop,2,0.693147181,9.243773377,6.11,1.45,2.444,8.0,3.0,4.0,7.065886689
1167,3k,thread,4,1.386294361,8.487546753,7.06,2.92,2.824,21.0,22.0,11.0,7.067773377
1168,3k,ski,3,1.098612289,8.80140916,6.68,2.31,2.672,18.0,4.0,6.0,7.07270458
1169,3k,tide,3,1.098612289,8.80140916,6.68,2.19,2.672,16.0,16.0,15.0,7.07270458
1170,3k,pit,2,0.693147181,9.243773377,6.14,2.37,2.456,17.0,19.0,19.0,7.077886689
1171,3k,rush,3,1.098612289,8.80140916,6.7,2.05,2.68,22.0,21.0,23.0,7.08070458
1172,3k,knit,7,1.945910149,7.877003467,7.86,2.95,3.144,1.0,2.0,3.0,7.082501734
1173,3k,birth,1,0.0,10.0,5.21,2.25,2.084,0.0,6.0,13.0,7.084
1174,3k,hip,2,0.693147181,9.243773377,6.17,2.64,2.468,0.0,3.0,6.0,7.089886689
1175,lcnl,prayer,1,0.0,10.0,5.25,1.77,2.1,0.0,4.0,7.0,7.1
1176,3k,jeans,1,0.0,10.0,5.26,2.1,2.104,11.0,12.0,15.0,7.104
1177,3k,sting,2,0.693147181,9.243773377,6.21,3.26,2.484,12.0,14.0,5.0,7.105886689
1178,3k,stool,2,0.693147181,9.243773377,6.21,3.36,2.484,9.0,7.0,10.0,7.105886689
1179,3k,jog,2,0.693147181,9.243773377,6.21,2.68,2.484,0.0,0.0,1.0,7.105886689
1180,lcnl,fried,5,1.609437912,8.244096157,7.47,2.67,2.988,1.0,10.0,8.0,7.110048079
1181,3k,raw,4,1.386294361,8.487546753,7.17,2.71,2.868,1.0,10.0,16.0,7.111773377
1182,3k,fuel,4,1.386294361,8.487546753,7.17,2.79,2.868,8.0,21.0,24.0,7.111773377
1183,3k,spice,3,1.098612289,8.80140916,6.78,1.73,2.712,0.0,0.0,0.0,7.11270458
1184,lcnl,oats,5,1.609437912,8.244096157,7.4899,2.69,2.99596,7.0,5.0,8.0,7.118008079
1185,3k,cloth,1,0.0,10.0,5.3,1.13,2.12,50.0,55.0,75.0,7.12
1186,3k,rack,2,0.693147181,9.243773377,6.26,2.66,2.504,10.0,6.0,6.0,7.125886689
1187,3k,drain,2,0.693147181,9.243773377,6.26,2.96,2.504,2.0,4.0,5.0,7.125886689
1188,3k,knight,2,0.693147181,9.243773377,6.264345,1.76,2.505738,0.0,1.0,5.0,7.127624689
1189,3k,dive,4,1.386294361,8.487546753,7.21,2.53,2.884,10.0,28.0,18.0,7.127773377
1190,3k,wound,5,1.609437912,8.244096157,7.52,2.73,3.008,6.0,9.0,24.0,7.130048079
1191,3k,thief,4,1.386294361,8.487546753,7.22,2.21,2.888,5.0,15.0,15.0,7.131773377
1192,3k,jaw,1,0.0,10.0,5.33,2.28,2.132,2.0,7.0,12.0,7.132
1193,3k,glow,2,0.693147181,9.243773377,6.28,1.87,2.512,0.0,12.0,17.0,7.133886689
1194,3k,loaf,3,1.098612289,8.80140916,6.84,2.06,2.736,0.0,6.0,7.0,7.13670458
1195,3k,flea,6,1.791759469,8.045182537,7.79,2.97,3.116,13.0,14.0,4.0,7.138591269
1196,3k,tool,1,0.0,10.0,5.37,2.03,2.148,10.0,14.0,18.0,7.148
1197,3k,yea,2,0.693147181,9.243773377,6.31763,3.58,2.527052,0.0,0.0,1.0,7.148938688
1198,3k,form,5,1.609437912,8.244096157,7.58,2.97,3.032,17.0,45.0,100.0,7.154048079
1199,lcnl,swish,27,3.295836866,6.40422748,9.89,5.84,3.956,19.0,3.0,2.0,7.15811374
1200,3k,thud,7,1.945910149,7.877003467,8.06,2.84,3.224,1.0,5.0,6.0,7.162501734
1201,3k,wren,18,2.890371758,6.846591697,9.354875,3.86,3.74195,,,,7.165245849
1202,3k,height,1,0.0,10.0,5.42,1.43,2.168,0.0,4.0,13.0,7.168
1203,unl,blub,7,1.945910149,7.877003467,8.08,2.81,3.232,,,,7.170501734
1204,3k,mole,4,1.386294361,8.487546753,7.33,3.02,2.932,35.0,30.0,4.0,7.175773377
1205,3k,wed,3,1.098612289,8.80140916,6.95,1.93,2.78,,,,7.18070458
1206,3k,cloak,3,1.098612289,8.80140916,6.95,2.41,2.78,0.0,4.0,7.0,7.18070458
1207,lcnl,clank,3,1.098612289,8.80140916,6.95,2.74,2.78,,,,7.18070458
1208,3k,wont,5,1.609437912,8.244096157,7.65,4.3,3.06,0.0,1.0,1.0,7.182048079
1209,3k,wink,5,1.609437912,8.244096157,7.65,4.57,3.06,9.0,6.0,5.0,7.182048079
1210,3k,lad,4,1.386294361,8.487546753,7.35,2.18,2.94,25.0,19.0,14.0,7.183773377
1211,3k,leak,1,0.0,10.0,5.47,1.81,2.188,0.0,4.0,5.0,7.188
1212,3k,flute,9,2.197224577,7.60281832,8.47,2.22,3.388,10.0,10.0,7.0,7.18940916
1213,3k,thigh,2,0.693147181,9.243773377,6.42,1.61,2.568,0.0,1.0,0.0,7.189886689
1214,3k,trap,2,0.693147181,9.243773377,6.44,2.12,2.576,54.0,50.0,35.0,7.197886689
1215,3k,squeal,3,1.098612289,8.80140916,7.0,3.48,2.8,1.0,1.0,2.0,7.20070458
1216,3k,drown,3,1.098612289,8.80140916,7.0,2.52,2.8,7.0,8.0,5.0,7.20070458
1217,3k,deck,2,0.693147181,9.243773377,6.45,2.76,2.58,24.0,37.0,24.0,7.201886689
1218,3k,clang,19,2.944438979,6.78760412,9.53,3.74,3.812,12.0,5.0,4.0,7.20580206
1219,3k,pipe,7,1.945910149,7.877003467,8.17,2.23,3.268,42.0,37.0,21.0,7.206501734
1220,3k,flu,2,0.693147181,9.243773377,6.47,2.84,2.588,1.0,5.0,4.0,7.209886689
1221,3k,greet,2,0.693147181,9.243773377,6.47,2.84,2.588,1.0,7.0,6.0,7.209886689
1222,3k,fort,2,0.693147181,9.243773377,6.477485,3.09,2.590994,8.0,14.0,25.0,7.212880689
1223,3k,blame,2,0.693147181,9.243773377,6.48,1.89,2.592,8.0,16.0,15.0,7.213886689
1224,3k,grain,4,1.386294361,8.487546753,7.44,2.41,2.976,12.0,28.0,31.0,7.219773377
1225,3k,strike,5,1.609437912,8.244096157,7.75,2.34,3.1,0.0,12.0,23.0,7.222048079
1226,3k,creep,6,1.791759469,8.045182537,8.0,2.38,3.2,11.0,11.0,9.0,7.222591269
1227,3k,jig,10,2.302585093,7.487869534,8.7,3.21,3.48,,,,7.223934767
1228,3k,math,1,0.0,10.0,5.56,1.46,2.224,16.0,12.0,9.0,7.224
1229,3k,grave,3,1.098612289,8.80140916,7.06,2.9,2.824,0.0,4.0,7.0,7.22470458
1230,3k,suck,1,0.0,10.0,5.58,2.39,2.232,5.0,4.0,4.0,7.232
1231,3k,squirt,2,0.693147181,9.243773377,6.53,2.67,2.612,,,,7.233886689
1232,3k,weight,2,0.693147181,9.243773377,6.53,2.34,2.612,5.0,33.0,54.0,7.233886689
1233,3k,hoot,5,1.609437912,8.244096157,7.78,5.06,3.112,53.0,0.0,0.0,7.234048079
1234,3k,freight,38,3.63758616,6.031377497,10.56,3.45,4.224,0.0,5.0,5.0,7.239688749
1235,3k,mane,1,0.0,10.0,5.6,2.14,2.24,2.0,3.0,6.0,7.24
1236,3k,priest,3,1.098612289,8.80140916,7.1,1.86,2.84,0.0,7.0,19.0,7.24070458
1237,3k,strap,1,0.0,10.0,5.61,2.68,2.244,0.0,1.0,7.0,7.244
1238,3k,guide,3,1.098612289,8.80140916,7.11,1.71,2.844,3.0,22.0,21.0,7.24470458
1239,3k,dam,2,0.693147181,9.243773377,6.58,1.54,2.632,3.0,16.0,13.0,7.253886689
1240,3k,flood,2,0.693147181,9.243773377,6.58,2.39,2.632,0.0,12.0,13.0,7.253886689
1241,unl,squish,1,0.0,10.0,5.65,2.62,2.26,,,,7.26
1242,lcnl,plop,3,1.098612289,8.80140916,7.15,4.18,2.86,15.0,4.0,1.0,7.26070458
1243,lcnl,coo,3,1.098612289,8.80140916,7.16,3.79,2.864,,,,7.26470458
1244,3k,ram,7,1.945910149,7.877003467,8.32,3.33,3.328,0.0,3.0,1.0,7.266501734
1245,3k,skirt,1,0.0,10.0,5.67,2.57,2.268,9.0,13.0,18.0,7.268
1246,unl,toots,1,0.0,10.0,5.67,4.65,2.268,,,,7.268
1247,3k,junk,2,0.693147181,9.243773377,6.62,1.99,2.648,25.0,32.0,19.0,7.269886689
1248,3k,scar,1,0.0,10.0,5.68,2.21,2.272,0.0,3.0,5.0,7.272
1249,3k,peck,5,1.609437912,8.244096157,7.894866,4.03,3.1579464,0.0,4.0,3.0,7.279994479
1250,3k,judge,10,2.302585093,7.487869534,8.85,2.66,3.54,11.0,26.0,32.0,7.283934767
1251,3k,croak,4,1.386294361,8.487546753,7.61,3.24,3.044,11.0,0.0,1.0,7.287773377
1252,3k,troll,1,0.0,10.0,5.72,2.19,2.288,50.0,29.0,5.0,7.288
1253,3k,gay,14,2.63905733,7.120776844,9.32,2.31,3.728,0.0,2.0,4.0,7.288388422
1254,3k,gang,13,2.564949357,7.201628967,9.22,3.28,3.688,12.0,10.0,16.0,7.288814484
1255,3k,swirl,2,0.693147181,9.243773377,6.67,2.54,2.668,1.0,1.0,1.0,7.289886689
1256,3k,jail,1,0.0,10.0,5.74,2.45,2.296,21.0,15.0,26.0,7.296
1257,3k,punch,1,0.0,10.0,5.75,2.31,2.3,22.0,8.0,8.0,7.3
1258,3k,wart,3,1.098612289,8.80140916,7.25,1.97,2.9,0.0,0.0,1.0,7.30070458
1259,3k,shove,2,0.693147181,9.243773377,6.7,3.23,2.68,0.0,3.0,4.0,7.301886689
1260,3k,plump,6,1.791759469,8.045182537,8.21,3.14,3.284,6.0,6.0,5.0,7.306591269
1261,3k,cliff,3,1.098612289,8.80140916,7.27676,1.51,2.910704,52.0,25.0,24.0,7.31140858
1262,3k,ray,2,0.693147181,9.243773377,6.733253,2.51,2.6933012,78.0,24.0,21.0,7.315187889
1263,3k,chore,1,0.0,10.0,5.79,1.51,2.316,0.0,0.0,0.0,7.316
1264,3k,leash,1,0.0,10.0,5.79,1.84,2.316,17.0,12.0,6.0,7.316
1265,3k,ache,1,0.0,10.0,5.79,2.27,2.316,6.0,7.0,6.0,7.316
1266,3k,gulp,3,1.098612289,8.80140916,7.29,3.39,2.916,1.0,1.0,4.0,7.31670458
1267,3k,hawk,2,0.693147181,9.243773377,6.74391,1.75,2.697564,14.0,22.0,19.0,7.319450689
1268,3k,brand,4,1.386294361,8.487546753,7.72,2.35,3.088,3.0,5.0,4.0,7.331773377
1269,3k,craft,1,0.0,10.0,5.83,2.23,2.332,0.0,0.0,2.0,7.332
1270,3k,vest,1,0.0,10.0,5.83,2.31,2.332,2.0,8.0,7.0,7.332
1271,3k,aid,3,1.098612289,8.80140916,7.33,2.2,2.932,1.0,12.0,11.0,7.33270458
1272,3k,screen,1,0.0,10.0,5.84,2.46,2.336,4.0,25.0,38.0,7.336
1273,3k,pound,2,0.693147181,9.243773377,6.79,2.44,2.716,17.0,16.0,14.0,7.337886689
1274,3k,oak,3,1.098612289,8.80140916,7.35,1.79,2.94,16.0,31.0,31.0,7.34070458
1275,3k,ranch,3,1.098612289,8.80140916,7.35,2.62,2.94,31.0,27.0,27.0,7.34070458
1276,3k,shave,1,0.0,10.0,5.89,1.94,2.356,1.0,0.0,4.0,7.356
1277,3k,yolk,1,0.0,10.0,5.89,2.4,2.356,2.0,2.0,0.0,7.356
1278,3k,creek,1,0.0,10.0,5.89,2.23,2.356,14.0,31.0,42.0,7.356
1279,3k,crumb,1,0.0,10.0,5.89,2.26,2.356,2.0,3.0,3.0,7.356
1280,3k,trace,2,0.693147181,9.243773377,6.84,4.21,2.736,13.0,8.0,10.0,7.357886689
1281,3k,taps,9,2.197224577,7.60281832,8.9,3.51,3.56,6.0,1.0,1.0,7.36140916
1282,3k,sake,8,2.079441542,7.73132013,8.74,3.36,3.496,2.0,10.0,11.0,7.361660065
1283,3k,fond,11,2.397895273,7.383885708,9.21,2.42,3.684,9.0,7.0,12.0,7.375942854
1284,3k,mint,1,0.0,10.0,5.94,1.86,2.376,0.0,1.0,1.0,7.376
1285,3k,root,1,0.0,10.0,5.94,2.15,2.376,0.0,7.0,21.0,7.376
1286,unl,iced,3,1.098612289,8.80140916,7.44,2.62,2.976,,,,7.37670458
1287,3k,flake,1,0.0,10.0,5.95,2.76,2.38,,,,7.38
1288,3k,hint,1,0.0,10.0,5.95,1.57,2.38,10.0,6.0,6.0,7.38
1289,3k,flight,3,1.098612289,8.80140916,7.47,4.15,2.988,6.0,14.0,23.0,7.38870458
1290,3k,tow,7,1.945910149,7.877003467,8.63,3.53,3.452,1.0,5.0,2.0,7.390501734
1291,3k,squash,2,0.693147181,9.243773377,6.94,3.3,2.776,0.0,3.0,7.0,7.397886689
1292,3k,cent,1,0.0,10.0,6.0,1.64,2.4,3.0,4.0,5.0,7.4
1293,3k,cord,1,0.0,10.0,6.0,2.13,2.4,2.0,6.0,10.0,7.4
1294,3k,mist,2,0.693147181,9.243773377,6.95,2.61,2.78,0.0,6.0,11.0,7.401886688
1295,3k,vine,2,0.693147181,9.243773377,6.95,3.36,2.78,3.0,1.0,7.0,7.401886688
1296,3k,pale,2,0.693147181,9.243773377,6.95,2.66,2.78,4.0,30.0,39.0,7.401886688
1297,3k,fade,2,0.693147181,9.243773377,6.95,2.67,2.78,1.0,2.0,2.0,7.401886688
1298,3k,fright,3,1.098612289,8.80140916,7.53,3.04,3.012,1.0,5.0,7.0,7.41270458
1299,3k,malt,10,2.302585093,7.487869534,9.18,3.59,3.672,,,,7.415934767
1300,3k,knot,1,0.0,10.0,6.05,1.96,2.42,3.0,11.0,11.0,7.42
1301,3k,blank,1,0.0,10.0,6.05,1.79,2.42,0.0,7.0,10.0,7.42
1302,3k,crib,1,0.0,10.0,6.05,4.16,2.42,2.0,5.0,2.0,7.42
1303,3k,whip,2,0.693147181,9.243773377,7.0,2.69,2.8,6.0,18.0,16.0,7.421886689
1304,3k,niece,2,0.693147181,9.243773377,7.0,2.4,2.8,0.0,0.0,2.0,7.421886689
1305,3k,dip,2,0.693147181,9.243773377,7.0,2.81,2.8,8.0,3.0,5.0,7.421886689
1306,3k,wrap,2,0.693147181,9.243773377,7.0,2.72,2.8,5.0,8.0,10.0,7.421886689
1307,3k,pill,1,0.0,10.0,6.06,2.29,2.424,22.0,6.0,4.0,7.424
1308,lcnl,pleased,5,1.609437912,8.244096157,8.26,3.18,3.304,24.0,58.0,60.0,7.426048079
1309,3k,hind,10,2.302585093,7.487869534,9.21,3.47,3.684,1.0,8.0,15.0,7.427934767
1310,3k,haul,3,1.098612289,8.80140916,7.58,2.5,3.032,2.0,5.0,6.0,7.43270458
1311,3k,steep,4,1.386294361,8.487546753,8.0,2.38,3.2,13.0,18.0,23.0,7.443773377
1312,lcnl,drool,1,0.0,10.0,6.11,3.62,2.444,,,,7.444
1313,3k,rip,1,0.0,10.0,6.11,3.41,2.444,14.0,11.0,10.0,7.444
1314,3k,choke,1,0.0,10.0,6.11,2.23,2.444,1.0,4.0,3.0,7.444
1315,3k,swoop,1,0.0,10.0,6.11,2.02,2.444,0.0,2.0,3.0,7.444
1316,lcnl,blessed,1,0.0,10.0,6.11,2.69,2.444,0.0,2.0,4.0,7.444
1317,3k,blast,2,0.693147181,9.243773377,7.06,3.02,2.824,2.0,11.0,13.0,7.445886689
1318,3k,boss,1,0.0,10.0,6.16,2.36,2.464,125.0,38.0,23.0,7.464
1319,3k,cheap,2,0.693147181,9.243773377,7.11,2.08,2.844,1.0,5.0,7.0,7.465886688
1320,3k,ripe,2,0.693147181,9.243773377,7.11,2.87,2.844,6.0,5.0,10.0,7.465886688
1321,3k,nor,6,1.791759469,8.045182537,8.608885,2.16,3.443554,21.0,26.0,53.0,7.466145269
1322,3k,damp,3,1.098612289,8.80140916,7.67,2.11,3.068,11.0,21.0,25.0,7.46870458
1323,3k,toll,5,1.609437912,8.244096157,8.37,2.43,3.348,0.0,0.0,1.0,7.470048079
1324,3k,chute,3,1.098612289,8.80140916,7.68,2.43,3.072,1.0,4.0,4.0,7.47270458
1325,3k,mare,7,1.945910149,7.877003467,8.84,3.88,3.536,0.0,7.0,9.0,7.474501734
1326,3k,limb,2,0.693147181,9.243773377,7.16,2.39,2.864,6.0,8.0,8.0,7.485886689
1327,3k,golf,2,0.693147181,9.243773377,7.16,2.61,2.864,21.0,21.0,11.0,7.485886689
1328,3k,booth,2,0.693147181,9.243773377,7.16,1.61,2.864,4.0,12.0,9.0,7.485886689
1329,3k,limp,2,0.693147181,9.243773377,7.16,2.14,2.864,5.0,7.0,9.0,7.485886689
1330,3k,post,4,1.386294361,8.487546753,8.11,3.0,3.244,17.0,28.0,38.0,7.487773377
1331,3k,belch,1,0.0,10.0,6.22,2.26,2.488,,,,7.488
1332,lcnl,ark,2,0.693147181,9.243773377,7.17,3.33,2.868,0.0,1.0,3.0,7.489886689
1333,3k,flock,2,0.693147181,9.243773377,7.18,2.9,2.872,13.0,16.0,18.0,7.493886689
1334,3k,beige,3,1.098612289,8.80140916,7.74,2.28,3.096,,,,7.49670458
1335,3k,pip,26,3.258096538,6.445402344,10.687,5.73,4.2748,11.0,7.0,4.0,7.497501172
1336,3k,flame,1,0.0,10.0,6.25,2.38,2.5,14.0,10.0,13.0,7.5
1337,3k,rust,3,1.098612289,8.80140916,7.75,2.9,3.1,5.0,1.0,2.0,7.50070458
1338,3k,lend,5,1.609437912,8.244096157,8.45,2.33,3.38,28.0,10.0,5.0,7.502048079
1339,3k,scrub,6,1.791759469,8.045182537,8.7,5.69,3.48,1.0,3.0,3.0,7.502591269
1340,3k,warmth,1,0.0,10.0,6.26,2.33,2.504,0.0,13.0,18.0,7.504
1341,3k,wilt,3,1.098612289,8.80140916,7.76,2.49,3.104,0.0,3.0,1.0,7.50470458
1342,3k,stiff,4,1.386294361,8.487546753,8.16,2.34,3.264,21.0,18.0,24.0,7.507773376
1343,3k,tar,2,0.693147181,9.243773377,7.22,2.62,2.888,7.0,3.0,4.0,7.509886689
1344,3k,search,6,1.791759469,8.045182537,8.72,3.34,3.488,0.0,13.0,42.0,7.510591269
1345,3k,heap,3,1.098612289,8.80140916,7.79,3.17,3.116,3.0,8.0,10.0,7.51670458
1346,3k,mew,9,2.197224577,7.60281832,9.29,3.97,3.716,,,,7.51740916
1347,3k,bop,1,0.0,10.0,6.31,2.77,2.524,,,,7.524
1348,3k,slim,2,0.693147181,9.243773377,7.26,2.42,2.904,7.0,4.0,10.0,7.525886689
1349,lcnl,ax,1,0.0,10.0,6.31763,1.73,2.527052,11.0,11.0,14.0,7.527052
1350,3k,stage,1,0.0,10.0,6.32,2.06,2.528,48.0,37.0,32.0,7.528
1351,lcnl,ad,4,1.386294361,8.487546753,8.22,3.04,3.288,10.0,8.0,8.0,7.531773377
1352,3k,stamp,1,0.0,10.0,6.33,2.22,2.532,18.0,27.0,7.0,7.532
1353,3k,plus,1,0.0,10.0,6.370915,1.67,2.548366,3.0,2.0,3.0,7.548366
1354,lcnl,squid,2,0.693147181,9.243773377,7.32,3.46,2.928,0.0,8.0,3.0,7.549886689
1355,3k,grease,2,0.693147181,9.243773377,7.33,2.09,2.932,0.0,5.0,10.0,7.553886689
1356,3k,sill,2,0.693147181,9.243773377,7.33,2.57,2.932,3.0,5.0,4.0,7.553886689
1357,3k,rail,3,1.098612289,8.80140916,7.89,2.99,3.156,6.0,8.0,9.0,7.55670458
1358,3k,cork,7,1.945910149,7.877003467,9.05,3.24,3.62,0.0,4.0,4.0,7.558501734
1359,lcnl,dew,2,0.693147181,9.243773377,7.37,2.59,2.948,0.0,7.0,6.0,7.569886689
1360,3k,clam,2,0.693147181,9.243773377,7.37,2.22,2.948,0.0,7.0,9.0,7.569886689
1361,3k,coast,1,0.0,10.0,6.43,1.91,2.572,13.0,19.0,24.0,7.572
1362,3k,mend,7,1.945910149,7.877003467,9.11,3.62,3.644,10.0,5.0,5.0,7.582501734
1363,3k,twist,1,0.0,10.0,6.46,1.96,2.584,3.0,4.0,6.0,7.584
1364,3k,whom,4,1.386294361,8.487546753,8.353117,2.77,3.3412468,6.0,20.0,33.0,7.585020177
1365,lcnl,flash,2,0.693147181,9.243773377,7.42,2.46,2.968,42.0,41.0,32.0,7.589886689
1366,lcnl,scales,1,0.0,10.0,6.477485,1.94,2.590994,10.0,4.0,5.0,7.590994
1367,lcnl,sloth,4,1.386294361,8.487546753,8.37,3.86,3.348,,,,7.591773377
1368,3k,grind,4,1.386294361,8.487546753,8.37,2.95,3.348,4.0,3.0,3.0,7.591773377
1369,lcnl,soil,1,0.0,10.0,6.48,2.5,2.592,14.0,59.0,99.0,7.592
1370,3k,court,4,1.386294361,8.487546753,8.39,2.62,3.356,3.0,24.0,32.0,7.599773377
1371,3k,globe,1,0.0,10.0,6.5,2.6,2.6,21.0,22.0,19.0,7.6
1372,3k,latch,3,1.098612289,8.80140916,8.0,3.28,3.2,8.0,4.0,4.0,7.60070458
1373,lcnl,doze,3,1.098612289,8.80140916,8.0,1.91,3.2,,,,7.60070458
1374,3k,darn,3,1.098612289,8.80140916,8.0,3.94,3.2,,,,7.60070458
1375,3k,rare,2,0.693147181,9.243773377,7.45,2.42,2.98,3.0,7.0,9.0,7.601886689
1376,3k,curse,2,0.693147181,9.243773377,7.47,2.67,2.988,0.0,0.0,3.0,7.609886689
1377,3k,brook,4,1.386294361,8.487546753,8.42,3.69,3.368,24.0,15.0,8.0,7.611773377
1378,3k,soak,1,0.0,10.0,6.53,2.74,2.612,1.0,3.0,4.0,7.612
1379,3k,dome,4,1.386294361,8.487546753,8.44,2.99,3.376,0.0,0.0,5.0,7.619773377
1380,3k,kit,1,0.0,10.0,6.55,2.76,2.62,65.0,17.0,7.0,7.62
1381,3k,cock,33,3.496507561,6.185294868,11.32,3.45,4.528,0.0,1.0,1.0,7.620647434
1382,3k,mild,3,1.098612289,8.80140916,8.05,2.56,3.22,1.0,4.0,5.0,7.62070458
1383,3k,dull,3,1.098612289,8.80140916,8.05,2.46,3.22,30.0,17.0,19.0,7.62070458
1384,3k,beet,1,0.0,10.0,6.56,2.06,2.624,0.0,0.0,1.0,7.624
1385,3k,wool,3,1.098612289,8.80140916,8.06,3.02,3.224,30.0,23.0,29.0,7.62470458
1386,3k,dunk,1,0.0,10.0,6.58,4.07,2.632,,,,7.632
1387,3k,shock,2,0.693147181,9.243773377,7.53,2.32,3.012,0.0,10.0,15.0,7.633886689
1388,3k,breast,1,0.0,10.0,6.6,2.54,2.64,5.0,3.0,3.0,7.64
1389,3k,creak,3,1.098612289,8.80140916,8.1,3.57,3.24,0.0,3.0,3.0,7.64070458
1390,3k,roast,4,1.386294361,8.487546753,8.5,3.62,3.4,1.0,4.0,7.0,7.643773377
1391,3k,lime,1,0.0,10.0,6.61,2.99,2.644,1.0,0.0,0.0,7.644
1392,3k,babe,1,0.0,10.0,6.61,3.11,2.644,6.0,16.0,11.0,7.644
1393,3k,code,3,1.098612289,8.80140916,8.11,2.79,3.244,4.0,7.0,5.0,7.64470458
1394,3k,weigh,1,0.0,10.0,6.62,2.85,2.648,6.0,13.0,14.0,7.648
1395,3k,ought,9,2.197224577,7.60281832,9.62,2.63,3.848,14.0,34.0,41.0,7.64940916
1396,3k,stray,2,0.693147181,9.243773377,7.58,2.27,3.032,0.0,9.0,5.0,7.653886689
1397,3k,tame,2,0.693147181,9.243773377,7.58,2.06,3.032,4.0,5.0,5.0,7.653886689
1398,lcnl,scold,4,1.386294361,8.487546753,8.53,3.27,3.412,0.0,2.0,3.0,7.655773377
1399,3k,blouse,1,0.0,10.0,6.65,2.58,2.66,0.0,3.0,3.0,7.66
1400,3k,role,1,0.0,10.0,6.65,2.58,2.66,1.0,0.0,2.0,7.66
1401,3k,stare,2,0.693147181,9.243773377,7.61,3.03,3.044,2.0,11.0,13.0,7.665886689
1402,unl,curved,1,0.0,10.0,6.67,1.61,2.668,0.0,7.0,15.0,7.668
1403,lcnl,scrunch,1,0.0,10.0,6.67,2.87,2.668,,,,7.668
1404,3k,scene,3,1.098612289,8.80140916,8.17,3.84,3.268,0.0,6.0,20.0,7.66870458
1405,3k,dial,1,0.0,10.0,6.68,3.16,2.672,1.0,3.0,5.0,7.672
1406,lcnl,morn,8,2.079441542,7.73132013,9.53,3.1,3.812,,,,7.677660065
